name,domain,website_summary,linkedin_product_summary,linkedin_other_summary,last_post_date,inactive_6m,contradiction_notes,category,primary_user_summary,unique_value_prop,funding_status,funding_amount,funding_confidence,sources,data_notes,last_updated
Aura,https://www.getaura.ai/,"Aura Intelligence is an AI platform that collects and analyzes workforce data from 20M+ companies worldwide, producing reports on headcount, compensation, and sentiment in minutes. It is sold to private equity firms, hedge funds, management consultants, and large enterprises for due diligence, benchmarking, and deal sourcing.",,,2025-11-13,Yes,,Research Analysts,"Research analysts and due diligence teams at private equity firms and management consulting firms use this daily to run workforce benchmarking, deal sourcing, and M&A diligence without manual data scraping.","Uniquely provides workforce intelligence (headcount, compensation, sentiment) from 20M+ companies worldwide for PE due diligence and benchmarking — the only platform here focused exclusively on labor/workforce alternative data as its core product.",Funded,$9M Seed,Partial,Website: https://www.getaura.ai/ | Funding (web search): https://tracxn.com/d/companies/aura/__adFXtjwYtsbiAPNRGtIGobONhEjcGW16gxxw-9hRzHI,LinkedIn: no verified page found,2026-08-10
Inven,https://www.inven.ai/,"Inven is an AI-powered deal sourcing and market research platform for M&A teams — covering 28M+ private companies — that helps users build target lists, map competitive landscapes, enrich company data, and generate client-ready outputs like decks and market maps.","Inven now includes private financial data (revenue, EBITDA, balance sheets, ownership, filings) across 14 European markets, with every figure traced to source, and supports deal multiples with full calculation transparency. It also integrates with Claude via MCP and offers 'Skills' to let firms embed their own M&A workflows — one-pagers, strip profiles, benchmarking, market maps — for repeatable team-wide use.","Inven closed a Series A round, grew to ~80 people, and is actively hiring 15 more across GTM, engineering, product, and operations, targeting candidates from MBB, IB, PE, and VC backgrounds. The company was named one of Finland's 10 most promising AI startups by Helsingin Sanomat and launched a new brand identity alongside its expanded product.",2026-07-20,No,,Research Analysts,"M&A analysts and associates at investment banks, private equity firms, and corporate development teams use Inven daily to source acquisition targets, map markets, and produce client-ready research outputs faster than traditional databases allow.","Differentiates by covering 28M+ private companies with private financial data (revenue, EBITDA, balance sheets) across 14 European markets with full source traceability, plus M&A-specific Skills for one-pagers and market maps — the strongest European private company financial data coverage in this list.",Funded,$12.75M Series A,Verified,Website: https://www.inven.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/inven-ai | Funding (web search): https://www.finsmes.com/2025/05/inven-raises-12-75m-in-series-a-funding.html,,2026-07-23
Kadoa,https://www.kadoa.com/,"Kadoa is an AI-powered web data platform for investment firms that automatically builds, monitors, and repairs data extraction pipelines from websites, PDFs, and documents. It delivers structured, source-traceable datasets directly into data warehouses like Snowflake or S3, replacing manual scraping workflows for analysts, quants, and engineers.","Kadoa's Web Scraping OS lets analysts describe a dataset in plain language and get a production-ready extraction pipeline in minutes, with built-in compliance, self-healing, and delivery to Snowflake, S3, or Databricks. It also offers an AI Assistant, an MCP interface for agent-based workflows, and open datasets such as WARN Act layoffs and Congressional trading data.","Kadoa is active on the alternative data conference circuit, sponsoring BattleFin's AI & Alt Data Discovery Day and speaking at Neudata events, and hosted a webinar on compliance best practices in the alternative data space. The company completed a Seed funding round in March 2025 led by VI Partners with participation from Fyrfly Venture Partners.",2026-07-14,No,,Quant / Data Engineering,"Central data engineering teams and quant analysts at hedge funds, multi-strats, and asset managers use Kadoa to build and maintain compliant web data pipelines without manual scraping infrastructure, serving downstream PMs and analysts.","Uniquely targets investment firms with plain-language pipeline creation that auto-delivers to Snowflake, S3, or Databricks with built-in compliance and self-healing, plus open datasets like WARN Act layoffs and Congressional trading data.",Funded,"Seed round (March 2025, amount undisclosed)",Partial,Website: https://www.kadoa.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/kadoa | Funding (web search): https://www.startupticker.ch/en/news/vi-partners-leads-kadoa-s-funding-round,,2026-07-23
Keru,https://www.keru.ai/,"Kepler is an AI platform for finance that gives verifiable, source-cited answers to financial data questions — every number is traced back to its original SEC filing or document. It is built for financial professionals who need to defend their data in boardrooms or legal settings.",,,,Yes,,Research Analysts,"Research analysts and finance professionals at investment firms or banks use Kepler to query financial data and get answers that are automatically cited to source documents like 10-Ks and 10-Qs, eliminating the need to manually verify AI-generated figures.","Undifferentiated — overlaps heavily with Daloopa, Fintool, and Compound on providing source-cited, verifiable financial data answers traced to original SEC filings, without a distinct data source or workflow beyond citation accuracy.",,,Unverified,Website: https://www.keru.ai/,LinkedIn: no verified page found,2026-07-23
Kshana,https://www.kshana.ai/,"Kshana AI builds an AI-powered investment reasoning engine for global equities, designed for fund managers and analysts to conduct deeper, faster investment research.","Kshana's reasoning engine helps analysts identify investment signals, including short opportunities flagged quarters ahead of earnings moves, and was used by students to complete 75 learning objectives in 50 minutes at a rate of one question every 2.3 minutes.","The company partnered with Karel de Grote-Hogeschool in Antwerp for an educational session, introduced a new product leader, and published thought leadership arguing that AI should build genuine investment conviction rather than recycle sell-side consensus.",2026-05-12,No,,Research Analysts,Equity research analysts and fund managers at hedge funds and wealth management firms use this daily to generate and pressure-test investment theses on global stocks.,"Undifferentiated — described as an investment reasoning engine for global equities with minimal product detail, overlapping with Midas, Implied, and Deep Insight Labs without a concrete unique data source or modality.",Funded,,Partial,Website: https://www.kshana.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/kshana-inc | Funding (web search): https://www.preqin.com/data/profile/asset/kshana-inc-/618391,,2026-07-23
Lamp AI,https://www.lampi.ai/,"Lampi AI builds AI agents that automate financial workflows—research, data extraction, analysis, and slide/document generation—for finance professionals at private equity firms, investment banks, and consulting firms. It offers three main tools: AI Grid Agents for bulk data processing, a Document & Deck Studio for PowerPoint and report creation, and an AI Cockpit dashboard for portfolio and deal monitoring.","Lampi AI's agents automate end-to-end financial workflows including PE screeners, investment memos, M&A pitch books, due diligence, and equity research reports, pulling from sources like CapitalIQ, CRM, web, and internal files. The system is model-agnostic, deployable on-premise or in the cloud, and produces pixel-perfect PowerPoint outputs in enterprise templates with all steps observable and editable.","Lampi AI published thought leadership on AI adoption in private equity, arguing that most PE firms use AI superficially while a minority embed it deeply into the investment process for measurable ROI.",2026-02-24,No,,Research Analysts,"Investment analysts and associates at private equity firms, investment banks, and consulting firms use this daily to automate research, due diligence, and the production of memos, pitch books, and presentation decks.","Differentiates by producing pixel-perfect PowerPoint pitch books and IC memos in enterprise templates with all steps observable and editable, pulling from CapitalIQ, CRM, web, and internal files — the most PowerPoint-output-focused, multi-source automation platform in this list.",,,Unverified,Website: https://www.lampi.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/lampi-ai/,,2026-07-23
Lexfi,https://www.lexfi.ai/,"Lexfi provides structured financial intelligence data—scoring earnings calls, macro signals, and market language—for use in AI-driven investment workflows. It targets buy-side investment firms and quant teams that need processed, comparable signals rather than raw text.","Lexfi scores earnings calls into 25 indicators (quality, sentiment, tone, readability, topic) across 11,000+ companies in 78 markets, and scores G15 central bank press conferences into 11 indicators including a hawkish/dovish read. It is available via API, MCP, the OpenBB App Marketplace, and Eagle Alpha, and also covers insider transactions, institutional flows, and congressional trading signals.","Lexfi published whitepapers on its Macro & Currency Alpha Engines, H2F2 forecasting framework, and Earnings Intelligence, and announced listings on both the OpenBB App Marketplace and Eagle Alpha marketplace.",2026-07-17,No,,Quant / Data Engineering,"Quant researchers and data engineers at buy-side firms use Lexfi to ingest structured, point-in-time alternative data signals—derived from earnings calls, central bank conferences, and flow data—into quantitative models and AI-driven investment systems.","Uniquely scores earnings calls across 25 structured indicators for 11,000+ companies in 78 markets and scores G15 central bank press conferences into hawkish/dovish signals — the only provider here offering structured NLP scoring of monetary policy communications.",,,Unverified,Website: https://www.lexfi.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/lexfi,,2026-07-23
Marvin Labs,https://www.marvin-labs.com/,"Marvin Labs sells an AI research tool for equity analysts that reads filings, earnings calls, and press releases, then answers questions with citations, tracks management guidance, and scores sentiment — all updated within seconds of a new release.","Marvin Labs recently rebuilt its agent infrastructure to cut costs and pass savings to users as dramatically higher usage limits (e.g., Standard plan goes from 100 to 2,000 credits/day), and added support for remote MCP servers so analysts can connect existing data subscriptions like FactSet, Capital IQ, and Daloopa directly into the AI chat and research agents. Guidance Tracking was also rebuilt to link restatements into a single record, resolve event-based commitments, and score each management team on both accuracy and discipline across a full coverage list.","Posts include thought leadership on topics such as the limitations of GICS sector classifications for bottom-up analysis, a deep dive on the Warner Bros. Discovery/Paramount deal conditions, a 30-year history of gaming M&A, and commentary on how buyside firms should think about AI process advantage rather than proprietary data ownership.",2026-07-29,No,,Research Analysts,"Equity research analysts at buy-side and sell-side institutions use this daily to read filings, track management guidance, and produce investment primers and earnings notes faster without sacrificing citation quality.","Differentiates by offering rebuilt Guidance Tracking that links restatements into a single record and scores management teams on both accuracy and discipline across a full coverage list, plus remote MCP server support for connecting FactSet, Capital IQ, and Daloopa — the most rigorous management guidance tracking tool here.",Funded,$7M Seed,Partial,Website: https://www.marvin-labs.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/marvin-labs | Funding (web search): https://wellfound.com/company/heymarvin/funding,,2026-07-23
Mdotm,https://www.mdotm.ai/,"MDOTM sells Sphere, a platform that helps asset and wealth managers build and rebalance investment portfolios, generate market insights, and automate client reporting using AI. It is built for institutional clients such as banks, insurance companies, pension funds, and asset managers.","Sphere supports portfolio construction, rebalancing, and personalized client commentary at scale across more than 60 financial institutions managing over $100 billion in assets. It combines market insight generation, portfolio management, and automated reporting in a single workflow, with generative AI used to produce tailored portfolio commentaries.","MDOTM closed a $27M growth equity round led by Expedition Growth Capital, with clients including Morgan Stanley, Amundi, and Zurich Bank, and is hiring across London, Milan, and New York. The company has been active at industry events including CFA Society New York, Institutional Investor CEO Roundtable, and a joint executive roundtable with Alpha FMC focused on AI and model portfolios.",2026-07-29,No,,Portfolio Managers / Traders,"Portfolio managers and CIOs at asset and wealth management firms use Sphere daily to construct, rebalance, and report on large numbers of client portfolios with embedded investment constraints and personalized commentary.","Stands out for proven institutional scale — 60+ financial institutions, $100B+ AUM — with automated personalized client commentary generation tightly integrated into the rebalancing workflow, unmatched by peers here.",Funded,$27M growth equity,Verified,Website: https://www.mdotm.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/mdotm-ltd | Funding (web search): https://www.citybiz.co/article/867785/mdotm-raises-27-million-to-expand-ai-investment-platform-for-asset-managers,,2026-07-23
Menos AI,https://www.menosai.com/,"Menos AI sells an AI platform called Sonαr to hedge funds and asset managers that centralizes internal research, third-party content, and market data to speed up research discovery and investment decision-making. It includes two proprietary tools — one that extracts market themes from unstructured text and one that scores contributor accuracy — plus a custom agent development layer called AgentOS.","Sonαr integrates with FactSet to connect pricing, fundamentals, and estimates directly into the research workflow alongside internal narratives and contributor scoring. The platform uses multi-model orchestration to avoid single-vendor AI dependency, routes tasks dynamically, enforces audit trails, and flattens token costs for institutional-grade reliability.",Menos AI won the Shark Tank pitch competition at the Fixed Income Leaders Summit in Boston and presented alongside Vanguard on integrating narrative factors for alpha generation. The company joined the NVIDIA Inception program and published a paper on Narrative Factors in the Journal of Portfolio Management co-authored with AllianceBernstein's Chief AI Officer.,2026-07-22,No,,Research Analysts,"Portfolio managers and credit analysts at hedge funds and asset managers use Sonαr daily to surface differentiated investment ideas, track contributor accuracy, and connect market data to internal research — replacing fragmented manual workflows.","Differentiates by combining internal research contributor accuracy scoring, market theme extraction from unstructured text, and multi-model orchestration with FactSet integration into a single platform (Sonαr) — the only platform here scoring the quality of internal research contributors.",Funded,$5.2M Seed,Verified,Website: https://www.menosai.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/menos-ai | Funding (web search): https://www.businesswire.com/news/home/20250806499043/en/Menos-AI-Launches-Institutional-Grade-AI-for-Hedge-Funds-and-Asset-Managers-Starting-with-an-AI-Idea-Generation-Agent,,2026-07-23
ModelML,https://www.modelml.com/,"Model ML sells an AI platform for financial services firms—investment banks, PE firms, asset managers, and consultancies—that automates the creation of client-ready documents (pitch decks, diligence reports, financial models) in Word, PowerPoint, and Excel by connecting directly to a firm's internal and external data sources.","Model ML integrates with tools like Snowflake, SS&C Intralinks, Microsoft Teams, and Outlook, and supports the Model Context Protocol (MCP) so firms can connect any data source or system to its AI agents; users can also build interactive agentic dashboards, run document reviews, and trigger full research workflows via email or chat.","Model ML announced a $75M Series A led by FT Partners, secured firm-wide rollouts with FT Partners and PwC, and is expanding globally across New York, London, San Francisco, and Hong Kong.",2026-07-29,No,,Research Analysts,"Analysts and associates at investment banks, PE firms, and consulting firms use Model ML daily to automate the production of pitch decks, diligence reports, and investment memos directly from their firm's data sources.","Undifferentiated — overlaps heavily with Lamp AI, Farsight, and Brightwave on automating client-ready documents in Word, PowerPoint, and Excel by connecting to internal and external data sources, without a concrete unique differentiator.",Funded,$75M Series A,Verified,Website: https://www.modelml.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/model-ml | Funding (web search): https://fintech.global/2025/11/24/model-ml-secures-75m-to-expand-ai-workflow-product,,2026-07-23
Newcortex,https://www.newcortex.ai/,"Newcortex sells NAPA (Newcortex Agentic Portfolio Assistant), a quantitative research and portfolio management tool for fundamental investors that provides risk modeling, portfolio optimization, backtesting, and autonomous portfolio monitoring. It is built for investment teams at hedge funds or asset managers who want to enhance their fundamental process with quant and AI-driven analysis without building in-house infrastructure.",,,,Yes,,Portfolio Managers / Traders,"Fundamental portfolio managers and investment analysts at hedge funds or asset managers use this daily to build thematic portfolios, run backtests, perform risk modeling, and monitor holdings with automated alerts.","Only tool in this list purpose-built for fundamental investors, layering quant risk modeling, backtesting, and autonomous monitoring onto a fundamental process without requiring in-house infrastructure build-out.",,,Unverified,Website: https://www.newcortex.ai/ | LinkedIn: https://www.linkedin.com/company/newcortex-ai,LinkedIn: page found (linkedin.com/company/newcortex-ai) but no posts yet — no product content to summarize,2026-07-09
Onwish,https://www.onwish.ai/,"Onwish is an AI-powered market research tool that lets financial professionals search earnings call transcripts, executive social media, and financial documents using natural-language questions rather than keywords. It is built for analysts, corporate strategists, and consultants who need to quickly find relevant insights, track executive sentiment over time, and compare companies across peer groups.",,,,Yes,,Research Analysts,"Research analysts at hedge funds, long-only funds, and family offices use Onwish daily to search earnings transcripts, track executive statements across social media, and build competitive landscape reports without manually reading through hundreds of documents.","Differentiates by enabling natural-language search across executive social media alongside earnings transcripts and financial documents, with sentiment tracking over time and peer group comparison — executive social media is a unique data source not highlighted by other peers here.",Funded,$5.5M,Partial,Website: https://www.onwish.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/onwish | Funding (web search): https://pitchbook.com/profiles/company/572202-64,"LinkedIn: page found, no post activity detected",2026-07-23
Phronesis Chat,http://www.phronesischat.ai/,"Phronesis AI is an AI-powered financial analysis platform, though the website text provided contains only the page title with no further detail about specific features or target customers.",,"Phronesis Partners runs research studies and breakfast briefing events on private markets for wealth managers and financial advisors, conducted in partnership with the Financial Times, and also produces thought leadership on topics including cybersecurity, UHNWI behavior, and luxury consumer trends for asset managers and B2B marketers.",2026-07-23,No,,Research Analysts,"Research analysts and strategy teams at asset managers, wealth management firms, and financial institutions use Phronesis Partners to access proprietary market research and thought leadership on private markets, alternative investments, and investor behavior.","Undifferentiated — website provides only a page title with no product details, making it impossible to identify any differentiator versus peers.",Funded,$300K Conventional Debt,Partial,Website: http://www.phronesischat.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/phronesis-partners | Funding (web search): https://tracxn.com/d/companies/phronesisartificialintelligence/__QDT4G9F0UGbHTUn2lbfIZhxWUTB3e1k3q5BCmYjH_s0/funding-and-investors,"LinkedIn: page active but posts cover events/thought-leadership, not product — no product summary available",2026-07-23
Pinegap,https://www.pinegap.ai/,"PineGap.ai is a software platform for Wall Street equity analysts and portfolio managers that automates research tasks including company primers, earnings reviews, proxy analysis, forensic accounting signals, and idea generation screening.","PineGap launched a Management Conference Questions Agent that generates relevant and sophisticated questions for analyst conference prep, highlighting contrasting management comments versus competitors and flagging topics management has previously avoided.",The new agent was made freely available to all analysts for four weeks as a limited-time launch promotion ahead of Q4 Conference Season.,2025-09-03,Yes,,Research Analysts,"Institutional equity analysts and portfolio managers at buy-side funds use this platform daily to automate company ramp-ups, earnings analysis, thesis tracking, and conference preparation.",Differentiates by offering a Management Conference Questions Agent that generates sophisticated analyst questions by contrasting management comments versus competitors and flagging previously avoided topics — the most specialized conference prep tool in this list.,Funded,$2.5M Seed,Verified,Website: https://www.pinegap.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/pinegap | Funding (web search): https://tracxn.com/d/companies/pinegap/__3nr74MKmRJRoLVmTFd7M1iRo6vRm9RQxHCs2WcTu0yg,,2026-07-23
Portrait Analytics,https://www.portraitanalytics.ai/,"Portrait sells an AI-powered investment research platform that screens 50,000+ companies, generates fully-cited analyst reports, and monitors thesis-relevant news — built for hedge funds, long-only funds, and multi-manager platforms.","Portrait offers deep research reports (15–20 pages, fully cited), continuous thesis monitoring that flags confirms and refutes from filings and news, management question packs, earnings previews, and an MCP integration that makes all of this accessible inside Claude and ChatGPT alongside a user's inbox and drive.","Portrait announced it is hiring its first Account Manager, noted 4x client growth over the past year, launched a mobile app on the App Store, and its CEO Eric Moster (formerly TMT Analyst/PM at Citadel and Millennium) appeared on the Pitch The PM podcast discussing where AI fits in investment research.",2026-07-17,No,,Research Analysts,"Equity research analysts and PMs at hedge funds and asset managers use Portrait daily to screen for investment ideas, run deep-dive company research, and monitor live thesis signals — replacing work that would otherwise take a junior analyst days.","Differentiates by offering continuous thesis monitoring that automatically flags confirms and refutes from filings and news against a user's stated investment thesis, combined with 15-20 page deep research reports and MCP integration — the most thesis-tracking-centric research platform here.",Funded,$7M Seed,Verified,Website: https://www.portraitanalytics.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/portraitresearch/ | Funding (web search): https://www.builtinboston.com/articles/portrait-analytics-raises-7m,,2026-08-06
Powder,https://www.powderfi.com/,"Powder sells an AI-powered document extraction tool for wealth management firms, automatically pulling structured data from brokerage statements, tax returns, estate documents, insurance policies, and more. It targets financial advisors and RIAs who need to process client documents faster and more accurately during onboarding and proposal workflows.","Powder's AI agents extract and structure data from a wide range of financial documents — including brokerage statements, 401(k)s, tax returns, wills, insurance policies, and balance sheets — with 99%+ accuracy, and are accessible via a web platform, API, CLI, and a Claude plugin. Recent launches include a rebuilt tax parser with source-cited fields, a CLI tool for agentic workflows, and an integration with Zeplyn's Agent Nexus for downstream workflow automation.","Powder announced a partnership integration with Zeplyn, participated in the T3 Conference and Future Proof events, and hosted a webinar introducing their Playbook AI platform. They also highlighted that their AI agents are used by firms managing over $500B AUM collectively.",2026-06-15,No,,Research Analysts,"Financial advisors and wealth management analysts at RIAs and advisory firms use Powder daily to automatically extract and structure client document data — such as brokerage statements, tax returns, and estate documents — during prospect onboarding and proposal preparation.","Uniquely automates extraction of wealth management client documents (brokerage statements, tax returns, wills, insurance policies, 401(k)s) with 99%+ accuracy for RIA onboarding workflows — the only platform here focused on client document processing for financial advisors rather than investment research.",Funded,$5M Seed,Verified,Website: https://www.powderfi.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/powderfinance | Funding (web search): https://www.wealthmanagement.com/financial-technology/wealthtech-startup-powder-raises-5m-in-seed-funding,,2026-07-23
Revi,https://www.revi.ai/,"Revi provides private market intelligence to private equity firms and acquisitive companies, helping them find and profile M&A targets, validate investment theses, and surface competitive intelligence using AI and proprietary data.",,,,Yes,,Research Analysts,Research analysts and deal teams at private equity firms and corporate development groups use this to identify M&A targets and validate investment theses in private markets.,"Undifferentiated — described as a PE due diligence VDR chat tool acquired by Rogo, with no remaining independent product to differentiate from ToltIQ, Keye, or Compound.",Funded,$14.5M Series A,Verified,Website: https://www.revi.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/revi | Funding (web search): https://www.employbl.com/companies/revi/funding-rounds,"LinkedIn: page found, no post activity detected",2026-07-23
Rivanna,https://www.rivanna.ai/,"Rivanna built an AI tool for private equity investors to speed up due diligence — it lets users chat with deal documents, analyze contracts, and track diligence workflows, cutting VDR review time dramatically. The company has since been acquired by Rogo.",,,2026-07-21,No,,Research Analysts,"Private equity associates and partners use this daily to review virtual data rooms, analyze deal documents, and track due diligence checklists — replacing manual overnight work with AI-driven document Q&A.",Undifferentiated — acquired by Rogo and no longer independent; overlapped with ToltIQ and Keye on PE VDR document chat and diligence workflow tracking.,,,Unverified,Website: https://www.rivanna.ai/,LinkedIn: no verified page found,2026-08-10
Scalar Field,https://www.scalarfield.io/,"Scalar Field is an AI-powered trade research platform that helps users discover and access market insights and data-driven investment strategies. It targets traders, researchers, and financial professionals looking for expert knowledge and scientific research in financial markets.",,,,Yes,,Research Analysts,"Research analysts and traders at hedge funds, asset managers, and banks use this platform to search for and consume expert market research and data-driven trading strategies.","Undifferentiated — described only as a trade research platform for data-driven investment strategies with no concrete data source, modality, or workflow distinguishing it from peers.",Funded,$500K Seed,Conflicting,Website: https://www.scalarfield.io/ | LinkedIn (company funding data): https://www.linkedin.com/company/inputdotcom | Funding (conflicting — used web search): https://startupintros.com/news/2025-06-01-scalar-field-seed,"LinkedIn: page found, no post activity detected",2026-07-23
Scend,https://www.scend.ai/,"Scend is a search and research platform for private markets that helps finance teams find acquisition targets, map industries, build buyer lists, and research companies using agentic AI across multiple data sources. It serves private equity firms, investment banks, family offices, search funds, and corporate strategy teams.","Scend lets users describe an opportunity in plain language and the platform researches the market across multiple sources to surface private companies that are hard to find in traditional databases. It covers four main workflows: origination (finding targets, customers, or investors), market research, buyer list generation, and company/people profiling.","Scend announced a partnership with Acquisition Lab, giving hundreds of ETA searchers access to the platform to find acquisition targets. Posts also include thought-leadership content on AI rollups, search fund ecosystem trends, and market maps across sectors like sports and legal services.",2026-08-03,No,,Research Analysts,"M&A analysts and deal sourcing professionals at private equity firms, family offices, and investment banks use Scend daily to find and research private company acquisition targets, map fragmented markets, and build buyer lists.","Differentiates by focusing exclusively on private markets origination — finding hard-to-find private acquisition targets, mapping industries, and building buyer lists using agentic AI across multiple sources — more origination-workflow-specific than broader private markets peers like Inven or Wokelo.",Funded,$500K Pre-Seed,Verified,Website: https://www.scend.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/scendinc/ | Funding (web search): https://www.linkedin.com/company/scendinc,,2026-08-06
Stratalens,https://www.stratalens.ai/,"StrataLens was an AI-powered market intelligence platform for researching companies from primary sources, but the project has been discontinued and open-sourced; the site is no longer maintained.",,"StrataLens is hiring a Strategic Advisory Board Member with an investment banking and capital markets background, with a pathway to a Non-Executive Director role in Greater London.",2025-12-19,Yes,,Research Analysts,"Research analysts and insurance market professionals at London Market firms would be the primary users, using the platform for digital transformation and market intelligence workflows.",Undifferentiated — project has been discontinued and open-sourced; no active product to evaluate.,,,Unverified,Website: https://www.stratalens.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/stratalensinsurtech,,2026-07-23
Synquery,https://www.synquery.ai/,"Synquery is an AI-powered expert network platform that autonomously finds experts, schedules and conducts interviews, and delivers synthesized research insights in 2–3 days instead of weeks. It is built for consulting firms, investors, and other organizations that need fast, scalable access to subject-matter expertise without dedicating internal team time to the research process.","Synquery's AI interviewer conducts natural voice conversations with experts, adapting questions and asking follow-ups in real time to surface deeper insights than traditional questionnaires. The platform handles expert matching, scheduling, interviewing, and analysis end-to-end, enabling clients to run more expert conversations at scale across topics like market trends, buying decisions, and business operations.","Synquery is hiring a General Manager focused on growth to own commercial relationships and drive expansion within key accounts, targeting candidates with professional services experience. The company reports growing more than 5x since the start of the year, with clients including top consulting firms and investors.",2026-08-05,No,,Research Analysts,"Research analysts and investment professionals at consulting firms and investment funds use Synquery to rapidly source and interview industry experts, replacing slow manual expert network processes with AI-automated research delivery in days.","Differentiates by handling the entire expert network process end-to-end (matching, scheduling, interviewing, analysis) with an AI voice interviewer that adapts questions in real time, delivering synthesized insights in 2-3 days — more fully autonomous and faster than traditional expert networks, competing directly with Qualitate and Checkmake.",Funded,$5M Seed,Verified,Website: https://www.synquery.ai/ | LinkedIn (company funding data): https://www.linkedin.com/company/synquery/ | Funding (web search): https://www.linkedin.com/company/synquery,,2026-08-06
Theia Insights,https://www.theiainsights.com/,"Theia Insights sells AI-powered industry classification, thematic factor models, and portfolio analysis tools that give a continuously updated, multidimensional picture of what companies actually do — sold to index providers, asset managers, banks, and hedge funds.","Theia's industry classification (TIIC) covers 9,000+ S-1 filers and 33,000+ private companies, mapping them across 3,000+ micro-themes dynamically; it also powers the S&P Dow Jones Digital Markets 50 Index and is available as a GPT on the OpenAI app store for natural-language queries.","Theia raised an $8M Series A led by MiddleGame Ventures (total $14.5M raised), hired regional sales directors for North America and UK/EMEA, and is actively recruiting a product marketer and finance graduate.",2026-07-18,No,,Quant / Data Engineering,"Quant researchers and data engineers at index providers, asset managers, and hedge funds use Theia daily to power index construction, thematic factor models, and portfolio classification workflows with a continuously updated, multidimensional company taxonomy.","The only company here offering AI-driven industry reclassification covering 33,000+ private companies and 9,000+ S-1 filers across 3,000+ micro-themes, powering the S&P Dow Jones Digital Markets 50 Index.",Funded,$8M Series A,Verified,Website: https://www.theiainsights.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/theia-insights | Funding (web search): https://fintech.global/2026/03/26/theia-insights-raises-8m-to-remap-financial-markets,,2026-07-23
Tolt IQ,https://www.toltiq.com/,"ToltIQ sells an AI platform that helps private equity and private markets deal teams conduct due diligence by ingesting and analyzing virtual data room documents, extracting key findings, and producing structured reports. Clients include Silver Lake, PwC, HarbourVest, and Fortress.","ToltIQ's platform processes VDR documents to extract diligence insights, with features including automated deal reports, reusable document templates called Blueprints, bulk query across hundreds of documents, and conversational spreadsheet analysis. It integrates with PitchBook to bring private markets data directly into diligence workflows and is built to avoid redundant document processing to control AI token costs.","ToltIQ announced a strategic relationship with PwC covering their full Deals practice across 5,000+ transactions, partnered with PitchBook and Intapp, and is actively hiring engineers. The company publishes quarterly AI industry reports and regularly benchmarks frontier LLMs including Claude and GPT models against real VDR extraction workflows.",2026-07-24,No,,Research Analysts,"Private equity deal team professionals — analysts and associates conducting buy-side due diligence — use ToltIQ daily to process virtual data room documents, extract financial and risk insights, and produce diligence memos faster and more accurately.","Differentiates by integrating PitchBook directly into VDR diligence workflows and using reusable Blueprint templates for structured document review, with clients including Silver Lake and HarbourVest — the most enterprise-validated VDR diligence platform with private markets data integration in this list.",Funded,$12M Series A,Verified,Website: https://www.toltiq.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/toltiq | Funding (web search): https://toltiq.com/newsroom/diligentiq-raises-12-million-in-series-a-funding-round-led-by-fintop-capital-to-accelerate-ai-powered-due-diligence-in-private-markets,,2026-07-23
Trata,https://www.trytrata.com/,"Trata is a subscription platform for hedge fund analysts and portfolio managers that provides access to transcribed, anonymous conversations between buy-side analysts and PMs debating specific stocks. It covers 2,000+ tickers with contributions from 125+ funds representing over $175B AUM.",,,,Yes,,Research Analysts,Buy-side research analysts and portfolio managers at hedge funds use this daily to read anonymous peer debates on stocks they cover and to connect with other analysts who have done deep fundamental work on the same names.,"Uniquely provides access to anonymized buy-side analyst and PM conversations debating specific stocks, sourced from 125+ funds representing $175B+ AUM — the only platform here offering peer buy-side conviction and debate data as a primary research input.",Funded,$500K Seed,Verified,Website: https://www.trytrata.com/ | LinkedIn (company funding data): https://www.linkedin.com/company/trata-inc | Funding (web search): https://tracxn.com/d/companies/trata/__EMa9Vk7PYZEbnT54U5CpE2Mu2xQQtHCl_95zpkQhAVE,"LinkedIn: page found, no post activity detected",2026-07-23
